gene_id,class,Rest,Rclass,tau,theta,gamma
LOC105452189,neut,-0.90998981,neut,-0.288431494,0.001787459,0.883796485
LOC105452190,neut,-0.776011849,neut,-0.615683489,0.001209325,0.957806604
LOC105452191,neut,0.226342874,neut,-0.561474178,0.001039996,0.371176647
LOC105452192,neut,-1.415185306,neg,-0.573157548,0.001887683,1.297470959
LOC105452193,neut,0.083074766,neut,-0.537350038,0.002119803,1.120448547
LOC105452194,neut,-0.139062086,neut,0.040623565,0.00280867,0.257612349
LOC105452196,neut,-0.352568261,neut,-0.65084164,0.001732605,0.781989469
LOC105452197,neut,1.74283302,pos,1.239174357,0.002280058,0.293749414
LOC105452198,neut,-0.7754709,neut,-0.829803913,0.001624531,0.992239264
LOC105452199,neut,0.459417049,neut,-0.556564813,0.001684698,0.643493385
LOC105452200,neut,-0.013214964,neut,-0.438698275,0.001760095,1.2420048
LOC105452202,neut,0.530497314,neut,1.037449758,0.00103783,0.153604996
LOC105452203,neut,1.469789334,pos,-0.599058887,0.003349265,0.022949051
LOC105452204,neut,0.977613614,pos,4.031221915,0.001200022,1.003488196
LOC105452206,neut,-0.758479538,neut,-0.447233779,0.000457466,0.607253814
LOC105452207,neut,-1.205667233,neg,-0.736897443,0.004646682,1.06299241
LOC105452208,neut,-1.073289225,neut,-0.523437954,0.001536177,0.993426976
LOC105452209,neut,-1.057764575,neg,-0.717119514,0.003420677,0.733112458
LOC105452210,neut,-0.578285225,neg,-0.797510948,0.002793348,2.307479246
LOC105452211,neut,-0.319736944,neut,-0.471166568,0.002382564,1.301004237
LOC105452212,neut,1.438104039,pos,-0.065921294,0.002545355,-0.290330632
LOC105452213,neut,-1.308560556,neg,-0.523808689,0.001514396,0.92044144
LOC105452214,neut,1.149759126,pos,-0.414573946,0.002182954,0.541043573
LOC105452215,neut,0.438546674,neut,0.119928819,0.002948903,0.420665614
LOC105452216,neut,0.204727629,neut,-0.597972831,0.002887804,0.264054537
LOC105452217,neut,0.183401855,neut,-0.554571745,0.00181752,0.290520678
LOC105452218,neut,0.071595062,neut,-0.747759264,0.0011004,0.49643552
LOC105452219,neut,0.169907331,neut,-0.76857406,0.001329579,0.27013935
LOC105452220,neut,0.528037315,neut,-0.604506817,0.001446903,0.278888091
LOC105452221,neut,-0.585420913,neut,-0.868809278,0.001056546,0.719082111
LOC105452222,neut,1.233665709,pos,-0.650667882,0.002707155,-0.315134382
LOC105452223,neut,1.800166986,pos,0.347584491,0.001721604,0.851045709
LOC105452224,neut,1.721623948,pos,4.790502241,0.00319494,0.34271908
LOC105452225,neut,0.13249668,neut,-0.575943791,0.002683391,1.604568053
LOC105452226,neut,1.668170516,pos,3.095373649,0.001941273,0.341638187
LOC105452227,neut,1.812557393,pos,-0.462100058,0.002157133,-0.406783437
LOC105452228,neut,-0.357399737,neut,-0.312869028,0.002866794,0.277661793
LOC105452229,neut,1.067860822,pos,-0.699030968,0.001560878,-0.268387118
LOC105452230,neut,-1.257390394,neg,-0.495683589,0.004006065,2.981359071
LOC105452231,neut,2.991584441,pos,0.852861432,0.001658953,0.217529012
LOC105452232,neut,-0.130633996,neut,1.46859138,0.0027353,0.418043196
LOC105452233,neut,0.912778552,pos,0.121230524,0.003329436,0.419894066
LOC105452234,neut,1.368338891,pos,0.716721123,0.001982944,0.815406808
LOC105452235,neut,2.132498297,pos,-0.340354477,0.001323756,-0.127266111
LOC105452237,neut,1.263357096,pos,-0.518182577,0.001531048,-0.12828635
LOC105452238,neut,0.010822731,neut,-0.367639848,0.002321803,1.806448086
LOC105452239,neut,-0.717986318,neut,-0.780168067,0.002591192,0.79515429
LOC105452240,neut,-0.3073032,neut,-0.776202412,0.001410873,0.252035294
LOC105452241,neut,-0.18140235,neut,1.112838157,0.001121818,0.303229938
LOC105452242,neut,1.017440018,pos,3.046744655,0.001647581,0.855763909
LOC105452243,neut,-0.234733948,neut,-0.578344598,0.00312194,0.304491616
LOC105452244,neut,-1.06204538,neg,-0.292422417,0.00178242,0.72825962
LOC105452245,neut,0.260920749,neut,-0.615866759,0.002895805,1.994442456
LOC105452246,neut,1.81117651,pos,-0.061553235,0.002348007,0.241160612
LOC105452247,neut,0.800169519,neut,0.229142208,0.004531166,-0.404536296
LOC105452248,neut,0.8973285,neut,0.061089417,0.00277797,1.148189926
LOC105452249,neut,-0.619271896,neg,-0.505729995,0.003112552,1.981214623
LOC105452250,neut,-1.235134465,neg,-0.61308341,0.003176998,0.901352872
LOC105452251,neut,-1.239855784,neg,-0.607062639,0.002253689,0.804937051
LOC105452252,neut,1.685625057,pos,0.206124981,0.003115444,0.049438328
LOC105452253,neut,1.622326588,pos,-0.462779262,0.002776065,1.45693483
LOC105452254,neut,1.065276998,neut,1.272857058,0.0017716,0.494830327
LOC105452255,neut,0.041665092,neut,-0.137446012,0.001366815,2.13817454
LOC105452256,neut,0.333634029,neut,-0.752666225,0.004237622,0.626563452
LOC105452257,neut,-0.538237077,neut,-0.442291491,0.001276404,0.693187293
LOC105452258,neut,0.342247795,pos,-0.720889192,0.003792703,0.334892868
LOC105452259,neut,-0.21851823,neut,-0.583643481,0.00174239,0.041186621
LOC105452260,neut,-0.594569736,neut,-0.194565704,0.001680837,5.525997846
LOC105452261,neut,0.169920853,neut,-0.616268864,0.002775276,0.237416322
LOC105452262,neut,-0.417275983,neut,-0.783967911,0.005289074,1.250261907
LOC105452263,neut,-0.402238912,neut,-0.797781561,0.00312143,0.957179695
LOC105452264,neut,0.07592074,neut,0.244097229,0.001811134,0.739823031
LOC105452265,neut,-0.63101123,neut,-0.59605584,0.00219019,1.774363433
LOC105452266,neut,1.293476307,pos,-0.768704879,0.002906236,-0.340855076
LOC105452267,neut,1.028836801,pos,-0.643943712,0.002428184,0.415962403
LOC105452268,neut,-1.047699239,neg,-0.692605204,0.001716693,0.843440037
LOC105452269,neut,-0.804253379,neg,-0.855190412,0.001855982,0.778464464
LOC105452270,neut,2.923179686,pos,2.586198563,0.000977001,0.520914684
LOC105452271,neut,1.282950844,pos,3.535441538,0.001587281,0.362733603
LOC105452272,neut,-1.150738486,neg,1.064543526,0.003123102,0.278029685
LOC105452273,neut,0.107167362,neut,3.577541627,0.001692153,0.666465272
LOC105452274,neut,0.919945928,neut,-0.680974122,0.003429104,0.038687412
LOC105452275,neut,-1.075633796,neg,-0.509408212,0.003115809,1.783719774
LOC105452277,neut,0.36896373,neut,-0.781559626,0.002297036,0.302325686
LOC105452278,neut,1.22789525,pos,-0.67864454,0.002866918,-0.301796524
LOC105452279,neut,-1.369238935,neg,0.172268477,0.003497027,0.779304667
LOC105452280,neut,1.501563407,pos,-0.370347519,0.001632168,-0.073847644
LOC105452281,neut,1.610974053,pos,4.476417136,0.002282458,-0.218687193
LOC105452282,neut,0.455122976,neut,0.563958863,0.002664741,0.343793344
LOC105452283,neut,2.334807126,pos,0.493035701,0.001127096,0.438792287
LOC105452284,neut,-0.503685812,neut,-0.832491533,0.0016798,0.709010142
LOC105452285,neut,-0.294499338,neut,-0.063360913,0.001430422,0.528547901
LOC105452286,neut,-0.691684365,neut,-0.677941192,0.000911843,0.902875346
LOC105452287,neut,1.081450779,pos,1.177243001,0.003730994,0.608129657
LOC105452288,neut,-0.124066732,neut,-0.692651001,0.002599754,0.241179722
LOC105452289,neut,1.34195086,pos,-0.130144496,0.002411181,2.729802228
LOC105452290,neut,-0.240734122,neut,-0.41220794,0.002341082,1.179908504
LOC105452291,neut,-0.56218584,neut,-0.293796918,0.002876061,1.901266818
LOC105452292,neut,0.941908442,pos,1.951150176,0.002988647,0.668779238
LOC105452293,neut,-1.223445104,neg,0.385513564,0.001069224,0.407368818
LOC105452294,neut,1.064881905,pos,-0.037822058,0.002195297,0.875293284
LOC105452295,neut,0.330776337,pos,-0.12603122,0.012809956,-0.343460833
LOC105452296,neut,0.688336959,pos,-0.603328944,0.004972438,-0.453292116
LOC105452297,neut,1.124204832,pos,-0.08337546,0.003499672,0.537346831
LOC105452298,neut,1.156328776,pos,2.941665569,0.00244934,-0.290512199
LOC105452299,neut,0.638094319,pos,0.231568566,0.005214942,-0.045863653
LOC105452300,neut,0.650303076,neut,-0.504662314,0.002991729,0.254191412
LOC105452301,neut,0.768179442,pos,-0.448798331,0.003825888,0.856606864
LOC105452303,neut,-1.491330958,neg,-0.24999594,0.001697011,1.083294449
LOC105452304,neut,0.022517548,neut,-0.303848107,0.000944271,0.846411955
LOC105452305,neut,0.81627136,pos,1.907539182,0.002318321,0.438453497
LOC105452306,neut,-1.250641317,neut,-0.809709377,0.00385712,1.429919344
LOC105452307,neut,0.968255197,pos,-0.371856187,0.003546767,1.190491835
LOC105452308,neut,1.680805983,pos,-0.597387872,0.003128097,0.396903128
LOC105452309,neut,0.035929551,neut,-0.450737945,0.006089141,0.639051281
LOC105452310,neut,-0.544497065,neut,-0.386607803,0.001027242,1.776240277
LOC105452311,neut,-0.768185996,neut,0.260390429,0.003096719,0.488914526
LOC105452312,neut,0.651594265,neut,-0.651449913,0.002772231,0.142186988
LOC105452313,neut,0.456182424,neut,-0.600459614,0.002382112,0.613809234
LOC105452314,neut,-0.353638729,neut,1.451676218,0.001714754,0.794334104
LOC105452315,neut,0.443698305,neut,-0.83484543,0.003746516,-0.123121156
LOC105452316,neut,-1.215964461,neg,0.131642637,0.002794951,1.123843768
LOC105452317,neut,-0.723475879,neut,-0.820955663,0.004801201,1.150394653
LOC105452318,neut,0.169828267,neut,0.356392238,0.003420435,0.715369832
LOC105452319,neut,0.892069118,pos,-0.72584158,0.004322622,1.365005527
LOC105452320,neut,-0.881855889,neut,-0.485765595,0.001379411,1.150267655
LOC105452321,neut,0.375703221,neut,0.001870062,0.001465759,1.955749137
LOC105452322,neut,-0.54674935,neut,-0.469700579,0.001646995,0.824911705
LOC105452323,neut,1.374444776,pos,0.907922575,0.003082065,0.08447977
LOC105452324,neut,0.40722605,neut,-0.650427008,0.00164876,0.67342982
LOC105452325,neut,-0.114634245,neut,-0.710703429,0.001571854,0.481545317
LOC105452326,neut,-0.124853717,neut,-0.49365806,0.003551204,0.195119484
LOC105452328,neut,1.027080411,pos,-0.433023906,0.000941257,-0.38310899
LOC105452329,neut,1.459106074,pos,1.729545413,0.001466678,0.223521626
LOC105452330,neut,-1.645653329,neg,-0.012521411,0.002131687,0.804335532
LOC105452331,neut,-0.159580054,neut,-0.642356074,0.002266443,0.474938981
LOC105452332,neut,0.193542113,neut,-0.368933164,0.00174303,0.476824179
LOC105452333,neut,-0.437855112,neut,-0.64239238,0.002075141,0.578090143
LOC105452334,neut,-0.186921841,neut,-0.642022878,0.003069855,0.733451572
LOC105452335,neut,1.30309632,pos,0.924658025,0.002171116,0.566947507
LOC105452336,neut,0.809958501,pos,-0.559342878,0.005348698,-0.769545734
LOC105452337,neut,0.53975,pos,0.010066983,0.002439337,0.438739835
LOC105452338,neut,-0.348567179,neut,-0.210691106,0.000630467,1.303430583
LOC105452339,neut,-0.236933737,neut,-0.750444215,0.003097235,0.442894575
LOC105452340,neut,-0.702586992,neut,-0.572000611,0.002921422,0.345246569
LOC105452342,neut,0.122450769,neut,0.211699121,0.003095819,0.550385534
LOC105452343,neut,-0.391522668,neut,-0.546655493,0.001886319,0.566616698
LOC105452344,neut,1.462118669,pos,1.395927216,0.003056992,0.536720477
LOC105452345,neut,0.439067428,neut,-0.854505104,0.004536209,0.190893487
LOC105452346,neut,-0.618156295,neg,-0.368847944,0.003925025,1.875959431
LOC105452347,neut,-0.163764824,neut,-0.277114775,0.002530094,-0.062715307
LOC105452348,neut,0.613686853,neut,1.114261048,0.001440583,0.392051454
LOC105452349,neut,0.244123197,neut,1.102036531,0.002392883,0.544067971
LOC105452350,neut,-0.205774859,neut,-0.046911209,0.005157619,0.944534366
LOC105452351,neut,0.722382808,pos,0.000283471,0.004179219,1.053466337
LOC105452352,neut,-0.138357841,neut,-0.616636433,0.004055487,0.23058664
LOC105452353,neut,1.033358223,pos,0.721501657,0.002083072,0.925810664
LOC105452354,neut,-0.533732189,neg,-0.282318034,0.003642983,0.441147332
LOC105452355,neut,1.275357531,pos,0.823185087,0.00140302,0.134907966
LOC105452356,neut,2.27021511,pos,-0.642910187,0.003821688,-0.054191127
LOC105452357,neut,1.304147333,pos,-0.626989656,0.003391145,-0.772535509
LOC105452358,neut,-0.790641553,neg,-0.529017795,0.004305831,1.563168456
LOC105452359,neut,0.251279832,neut,-0.473314977,0.001689904,0.955188718
LOC105452360,neut,-0.434730648,neut,-0.215477855,0.003676233,0.416508725
LOC105452361,pos,0.11966846,neut,-0.388180863,0.004708818,7.060410696
LOC105452362,neut,0.575760217,pos,0.939766396,0.003185124,0.745110193
LOC105452363,neut,-0.130523074,neut,-0.52114085,0.003578964,1.539113523
LOC105452364,neut,-0.337022953,neut,0.000126002,0.00438149,0.44058624
LOC105452365,neut,0.528985805,neut,-0.016700497,0.003076177,0.195456344
LOC105452366,neut,0.368267314,neut,0.453105298,0.002837198,1.401035218
LOC105452368,neut,0.67771396,neut,0.744948922,0.001972382,0.479886962
LOC105452369,neut,0.004059823,neut,-0.492816269,0.001703439,0.636285577
LOC105452371,neut,0.450923007,neut,-0.831337284,0.00447095,0.130906751
LOC105452372,neut,0.150832135,neut,2.270251683,0.009568178,0.469496834
LOC105452373,neut,0.490966653,neut,0.09216684,0.006754953,0.245079753
LOC105452374,neut,0.210859414,neut,4.719490815,0.011242373,-0.209548506
LOC105452375,neut,-0.097916299,neut,-0.462784062,0.00272867,1.344255787
LOC105452376,neut,0.297609892,neut,-0.526681885,0.003773009,0.240156398
LOC105452377,neut,0.109318517,neut,-0.432256375,0.00185236,0.466048011
LOC105452378,neut,-0.896371575,neg,-0.41002177,0.003613011,0.118864538
LOC105452379,neut,0.636038618,pos,-0.156863549,0.004732616,-0.514649068
LOC105452380,neut,0.890233096,neut,-0.584743232,0.001762266,0.033863813
LOC105452381,neut,2.089620456,pos,4.71368981,0.002101467,0.691321756
LOC105452382,neut,0.478496001,neut,2.122221569,0.001650602,0.249187971
LOC105452383,neut,-1.15791322,neut,-0.626658833,0.001996558,1.199649718
LOC105452384,neut,-0.669022561,neut,-0.258158061,0.000868437,0.613085207
LOC105452385,neut,0.495302601,neut,-0.059984703,0.002697307,0.841985564
LOC105452386,neut,0.668297122,neut,0.814365613,0.003164382,-0.206865499
LOC105452387,neut,-0.216409528,neut,-0.725199182,0.004985651,1.381258314
LOC105452388,neut,-0.842848714,neut,-0.405561486,0.000718189,0.720920166
LOC105452389,neut,-0.788324832,neut,-0.436295169,0.002293073,1.106418541
LOC105452390,neut,-0.785030986,neut,-0.628648145,0.001923953,1.137163396
LOC105452391,neut,0.365719024,neut,0.333266066,0.002874233,0.784489596
LOC105452392,neut,0.685280698,pos,-0.511157023,0.003634256,-0.022264949
LOC105452393,neut,0.693442247,neut,-0.473899692,0.003214727,0.42451807
LOC105452394,neut,-0.969477475,neut,-0.706202862,0.001703762,1.214061354
LOC105452395,neut,0.821622181,neut,-0.228519823,0.000840047,0.028084163
LOC105452397,neut,-1.169862227,neg,-0.161438163,0.001158371,1.340844525
LOC105452398,neut,0.854845825,pos,-0.111739092,0.001722867,0.47294956
LOC105452399,neut,-0.51811287,neut,-0.768645937,0.003698685,0.641646185
LOC105452401,neut,-0.871578699,neut,0.101351474,0.00155267,0.654079357
LOC105452402,neut,-0.787188288,neut,-0.387614948,0.002073006,1.589375742
LOC105452404,neut,-1.594667232,neg,-0.751965802,0.001597322,1.380059718
LOC105452405,neut,0.024728403,neut,0.35767079,0.00219801,-0.022119104
LOC105452406,neut,2.22865642,pos,-0.050669031,0.002497455,-0.798119987
LOC105452407,neut,-1.276526125,neg,-0.878963983,0.001402017,1.440326325
LOC105452408,neut,-0.858079585,neut,-0.673806944,0.001955701,0.787684532
LOC105452409,neut,-1.116684944,neut,-0.499562467,0.004840715,1.081425754
LOC105452410,neut,0.849268387,pos,-0.232406139,0.002211107,-0.219574769
LOC105452411,neut,-1.308085763,neg,-0.819533868,0.000999343,1.397363888
LOC105452412,neut,0.112928308,neut,1.194833084,0.001932253,0.63058817
LOC105452413,neut,-0.469744636,neut,-0.650619567,0.003487413,0.74640125
LOC105452414,neut,-0.306472411,neut,-0.624235764,0.001545842,0.682184671
LOC105452415,neut,-0.966455294,neut,-0.787077168,0.003192546,1.013213559
LOC105452416,neut,-0.665132035,neut,-0.06252341,0.001610355,0.83654379
LOC105452417,neut,1.006047409,pos,-0.439698344,0.00280278,1.114564686
LOC105452418,neut,-0.81073358,neg,0.16365468,0.003981686,0.007282113
LOC105452419,neut,1.024301988,pos,-0.641827584,0.003076449,-0.259380377
LOC105452420,neut,-0.162522409,neut,-0.271761975,0.002633446,1.276303319
LOC105452421,neut,0.920258883,pos,0.203653309,0.003055543,-0.584460751
LOC105452422,neut,0.679070347,neut,0.550703853,0.001980372,0.106943074
LOC105452423,pos,0.640557358,pos,0.789597219,0.002215038,2.284471514
LOC105452424,neut,-0.137522304,neut,0.003245853,0.002882504,1.252074583
LOC105452425,neut,0.559907864,neut,-0.642862044,0.001149011,-0.131197579
LOC105452426,neut,0.453497137,neut,-0.140483907,0.0044423,-0.43987557
LOC105452427,neut,-0.810860682,neut,-0.713516246,0.000851066,0.915429324
LOC105452428,neut,-0.997982158,neut,-0.266215993,0.001589997,0.944810196
LOC105452429,neut,-0.900805694,neut,-0.67138545,0.001972154,1.080404986
LOC105452430,neut,-1.100834177,neut,-0.40835611,0.00190841,1.011776286
LOC105452431,neut,0.227577915,neut,-0.149610999,0.002418334,0.14431489
LOC105452432,neut,1.113153807,pos,1.389070069,0.001396333,0.664756016
LOC105452433,neut,-0.133454017,neut,0.069326842,0.002239811,0.389265088
LOC105452434,neut,-0.951999582,neut,-0.755210368,0.000994151,1.133279151
LOC105452435,neut,0.612664872,neut,-0.49672094,0.001916087,-0.347098124
LOC105452436,neut,-0.853503226,neg,-0.306402108,0.002512407,0.497480325
LOC105452437,neut,-1.088545593,neg,-0.592083831,0.002704347,0.398801024
LOC105452438,neut,0.710347368,neut,2.111040323,0.001480198,0.521771186
LOC105452439,neut,-0.664801739,neut,-0.806319583,0.004684513,0.815556555
LOC105452440,neut,-1.229598829,neut,-0.779124272,0.001655308,1.313604381
LOC105452441,neut,-0.656703069,neut,-0.755718455,0.003120935,0.639110394
LOC105452442,neut,-1.099842298,neut,-0.526262864,0.001538102,1.091529771
LOC105452443,neut,-1.683031694,neg,-0.786020248,0.006232691,1.600747728
LOC105452444,neut,-0.486800073,neut,-0.553781744,0.003859855,1.645499868
LOC105452445,neut,1.70613781,pos,-0.187741313,0.001827461,0.659323549
LOC105452446,neut,-1.17539452,neut,-0.727170281,0.000574188,1.253131408
LOC105452447,neut,-0.217216671,neut,-0.520514844,0.003964111,1.369114474
LOC105452448,neut,-0.51511863,neut,-0.333890751,0.002068295,0.334612094
LOC105452449,neut,0.336320078,neut,-0.477108682,0.005335542,0.416160653
LOC105452450,neut,-0.723126201,neut,-0.021446362,0.003149387,0.924884156
LOC105452451,neut,-0.799957211,neut,-0.734821116,0.0014633,0.977019149
LOC105452453,neut,-0.154020288,neut,-0.626598361,0.001243589,0.621533478
LOC105452454,neut,0.691644249,pos,-0.214765886,0.001858994,-0.068590129
LOC105452455,neut,-1.023528936,neut,-0.411917016,0.003651298,0.904948641
LOC105452456,neut,0.140760656,neut,-0.638353422,0.004357916,1.93837835
LOC105452457,neut,-0.168944619,neut,-0.879023469,0.004796661,0.530785985
LOC105452458,neut,0.528071884,pos,-0.782425827,0.00276273,0.977397587
LOC105452459,neut,1.53995849,pos,-0.66132293,0.003703343,-0.336470998
LOC105452460,neut,0.222971533,neut,-0.429061652,0.003087413,-0.455370208
LOC105452461,neut,0.031872925,neut,-0.658232032,0.003761608,0.530019522
LOC105452462,neut,0.858775622,pos,-0.068552593,0.001776864,0.441870116
LOC105452463,neut,0.53062861,neut,-0.467050403,0.002138826,0.704295641
LOC105452464,neut,-0.217884036,neut,-0.032063669,0.001569103,0.716330955
LOC105452465,neut,-0.245201014,neut,-0.583255133,0.002317473,1.207015371
LOC105452466,neut,-0.279193458,neut,-0.652272681,0.001153175,0.79154706
LOC105452467,neut,1.127078267,pos,1.843159057,0.002376402,-0.332259261
LOC105452468,neut,0.349680959,neut,-0.321177189,0.002500792,-0.381283819
LOC105452469,neut,0.905642184,pos,-0.181578314,0.001629849,0.497937996
LOC105452470,neut,1.563811004,pos,-0.556920874,0.005333334,-0.072706077
LOC105452471,neut,-0.007128394,neut,-0.550067818,0.002152594,0.679024959
LOC105452472,neut,0.079407771,neut,0.043300105,0.002362203,0.136149854
LOC105452473,neut,-1.00046614,neg,0.055234534,0.001000031,0.449171778
LOC105452474,neut,-1.664594048,neg,-0.677580968,0.002636222,1.571613106
LOC105452475,neut,0.252624403,neut,-0.182534972,0.004044088,2.822507746
LOC105452476,neut,0.514268028,neut,0.446391732,0.003232129,0.292406627
LOC105452477,neut,0.860456383,pos,1.486008906,0.001907406,0.877501346
LOC105452478,neut,-0.978364565,neg,0.7089972,0.002450014,1.261935985
LOC105452479,neut,1.025619843,pos,0.200884278,0.003715143,0.857282577
LOC105452480,neut,0.128959897,neut,-0.460357209,0.002181052,2.225940492
LOC105452481,neut,-0.168398947,neut,-0.320159211,0.001522646,0.136269533
LOC105452482,neut,0.84971123,pos,-0.489498611,0.002898462,0.234088198
LOC105452483,neut,0.27122107,neut,-0.132540401,0.002707875,0.090125332
LOC105452484,neut,-0.668286219,neut,0.294320907,0.002418354,0.478505393
LOC105452485,neut,0.840766861,pos,0.566013898,0.002891167,0.736745898
LOC105452486,neut,0.552513966,neut,1.582124957,0.00137944,0.264421927
LOC105452487,neut,0.406896464,neut,2.81729703,0.001817101,0.496853181
LOC105452488,neut,-0.926018624,neg,-0.751838385,0.000973028,0.986778827
LOC105452489,neut,-0.728806891,neg,-0.297387283,0.003794919,1.913450136
LOC105452490,neut,0.626074418,pos,1.293422674,0.00260403,0.185366619
LOC105452491,neut,0.67462052,pos,-0.236093985,0.004538648,1.864861254
LOC105452492,neut,-0.53554708,neg,-0.429873447,0.002499578,1.589707424
LOC105452493,neut,-0.683563625,neut,0.29171152,0.002052754,0.591729216
LOC105452494,neut,-0.516161499,neut,-0.424113211,0.001347842,2.213747626
LOC105452495,neut,-0.685485652,neut,0.631208036,0.001570887,0.128146876
LOC105452496,neut,-0.962688207,neut,-0.12457277,0.001425566,0.735459175
LOC105452497,neut,0.328508214,neut,1.002959319,0.002376822,0.442715359
LOC105452498,neut,-0.310924448,neut,-0.213153921,0.001448049,0.274167194
LOC105452499,neut,0.762567703,pos,-0.493680553,0.003763787,-0.697468218
LOC105452500,neut,-0.111224052,neut,-0.636731995,0.00110538,0.585425565
LOC105452501,neut,-0.531361727,neut,-0.451520902,0.002003555,0.315121709
LOC105452502,neut,2.178051799,pos,-0.122109578,0.001619344,0.022397564
LOC105452503,neut,-1.07650768,neut,0.698052439,0.000632385,0.324324991
LOC105452504,neut,1.294394962,pos,-0.699693165,0.002264607,-0.544179569
LOC105452505,neut,-0.642284743,neut,1.044917883,0.002697123,0.359445584
LOC105452506,neut,0.120515584,neut,-0.734156486,0.002332593,0.468962815
LOC105452507,neut,0.010512897,neut,0.156133913,0.002629435,-0.011542439
LOC105452508,neut,0.279825047,neut,0.068241197,0.001881989,0.235101387
LOC105452510,neut,1.114884734,pos,2.416517008,0.002063606,0.554249362
LOC105452512,neut,0.596107309,pos,0.338088666,0.003549887,-0.086255836
LOC105452513,neut,-0.445048544,neut,1.022751323,0.002384182,0.289504567
LOC105452514,neut,1.477872551,pos,-0.103905236,0.002518429,1.08983956
LOC105452515,neut,0.52390811,pos,0.146227595,0.001678217,-0.535923674
LOC105452516,neut,-0.299360936,neut,-0.47880435,0.003328105,0.50319178
LOC105452518,neut,-0.118936673,neut,0.40161395,0.001219534,0.908224564
LOC105452519,neut,0.770924398,pos,-0.694193689,0.002097582,-0.382779324
LOC105452520,neut,0.23808789,neut,0.195476619,0.002486178,0.825394895
LOC105452521,neut,1.215919686,pos,1.341241588,0.001982305,0.709699755
LOC105452523,neut,-1.016332807,neg,-0.42414523,0.003026653,0.738422391
LOC105452524,neut,-0.653772157,neut,-0.63180929,0.001491792,0.983331442
LOC105452525,neut,0.121347262,neut,0.226150715,0.001002675,0.183704379
LOC105452526,neut,-0.207342005,neut,0.393865902,0.002425859,0.241083351
LOC105452527,neut,1.591236423,pos,1.700895096,0.002175617,0.864720116
LOC105452528,neut,-0.568193899,neut,-0.00612643,0.002522353,0.210201337
LOC105452529,neut,-0.23897834,neut,-0.203823917,0.001852527,-0.091446311
LOC105452530,neut,0.993907228,pos,1.95464581,0.002039731,0.648253724
LOC105452531,neut,1.980524751,pos,2.156412971,0.001563832,-0.236619976
LOC105452532,neut,-1.249980457,neg,-0.821237213,0.003927837,1.438403545
LOC105452533,neut,-0.745990591,neut,-0.74223913,0.002332435,0.837109114
LOC105452534,neut,1.545284583,pos,0.015796965,0.002612019,0.474363952
LOC105452535,neut,0.8720216,pos,-0.776107002,0.002329025,-0.114751256
LOC105452538,neut,-0.335266798,neut,-0.537199677,0.00129116,1.939103247
LOC105452539,neut,-0.850032793,neut,-0.613382048,0.00134292,0.909450112
LOC105452540,neut,0.091112009,neut,6.308182161,0.001341196,-0.109366836
LOC105452541,neut,-0.149490684,neut,0.451330995,0.002094674,-0.026599473
LOC105452542,neut,-0.313026579,neut,0.880304389,0.001733249,-0.090048411
LOC105452543,neut,1.062639254,pos,0.25623677,0.002661719,0.16764094
LOC105452544,neut,0.10520784,neut,-0.207439478,0.002237183,-0.327408862
LOC105452545,neut,1.011434993,pos,0.472237243,0.002408945,-0.007443151
LOC105452546,neut,1.030794106,pos,2.93484922,0.001723791,1.173719833
LOC105452547,neut,1.804234257,pos,0.861647316,0.002772123,0.516914811
LOC105452548,neut,-0.290927346,neut,-0.376302009,0.001790767,1.74088145
LOC105452549,neut,0.19191776,neut,0.263446727,0.001979093,1.423530073
LOC105452550,neut,-0.935163243,neut,0.049102564,0.002697304,0.78675439
LOC105452551,neut,0.293303869,neut,0.022297099,0.003794067,1.003779262
LOC105452552,neut,0.72429348,pos,0.671512907,0.003653473,1.651617129
LOC105452553,neut,-0.433327607,neg,-0.469611658,0.004018589,0.490758334
LOC105452554,neut,1.101796064,pos,0.702103083,0.004003432,0.935937456
LOC105452555,neut,-0.684284223,neut,-0.530016097,0.003203997,0.564914154
LOC105452556,neut,0.370365118,neut,-0.683673565,0.00215487,0.54292363
LOC105452558,neut,-0.804403874,neg,0.169803276,0.002319003,0.255122106
LOC105452559,neut,-0.481806041,neut,-0.747552233,0.004148951,0.767889564
LOC105452560,neut,3.400961035,pos,0.257756792,0.000665735,0.016880124
LOC105452561,neut,-0.994422446,neg,-0.6951154,0.001122272,2.027024945
LOC105452562,neut,-0.797077122,neut,-0.225799303,0.003525981,1.427090584
LOC105452563,neut,0.046446282,neut,0.237874289,0.002277227,0.724240227
LOC105452564,neut,0.310355966,neut,-0.295776614,0.001495537,1.109983516
LOC105452565,neut,0.877272181,pos,-0.273233571,0.002334663,-1.224621852
LOC105452566,neut,-0.452758349,neut,-0.183661722,0.001265089,1.170930655
LOC105452567,neut,2.193563006,pos,5.528892953,0.001051821,-0.372007495
LOC105452568,neut,0.462372503,neut,-0.583050392,0.000610969,0.709956011
LOC105452569,neut,-0.779616091,neg,0.585685949,0.00280795,0.291402141
LOC105452570,neut,0.015679098,neut,0.058357298,0.002367863,0.040849446
LOC105452571,neut,0.753824065,pos,-0.011767839,0.001864895,0.686815781
LOC105452572,neut,0.177735269,neut,0.530362349,0.001216965,1.449033052
LOC105452573,neut,-0.631892403,neg,-0.680587679,0.002375583,0.837617995
LOC105452574,neut,1.480636507,pos,0.053620154,0.002506507,-0.591863953
